date,quality_grade,site,latitude,longitude,species,common_name,functional_group
2025-02-15,research,"Castle Beach, Falmouth",50.14782795,-5.056506384,Anemonia viridis,Snakelocks Anemone,MPS
2025-02-15,research,"Castle Beach, Falmouth",50.14763687,-5.056114113,Anemonia viridis,Snakelocks Anemone,MPS
2025-02-15,research,"Castle Beach, Falmouth",50.1476445,-5.056125,Anemonia viridis,Snakelocks Anemone,MPS
2025-02-15,research,"Castle Beach, Falmouth",50.1479555,-5.055913833,Anemonia viridis,Snakelocks Anemone,MPS
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35612423,-4.126753557,Leptoplana tremellaris,Gelatinous Flatworm,MPS
2025-02-15,research,"Castle Beach, Falmouth",50.14760833,-5.056261167,Anemonia viridis,Snakelocks Anemone,MPS
2025-02-15,research,"Castle Beach, Falmouth",50.1485213,-5.056591876,Anemonia viridis,Snakelocks Anemone,MPS
2025-02-15,research,"Castle Beach, Falmouth",50.14814346,-5.057243487,Anemonia viridis,Snakelocks Anemone,MPS
2025-02-15,research,"Castle Beach, Falmouth",50.146845,-5.059365,Maja brachydactyla,Spiny Spider Crab,MPS
2025-02-15,research,"Castle Beach, Falmouth",50.14811789,-5.057353211,Marthasterias glacialis,Spiny Starfish,MPS
2025-02-15,research,"Castle Beach, Falmouth",50.14698333,-5.058496667,Marthasterias glacialis,Spiny Starfish,MPS
2025-02-15,research,"Castle Beach, Falmouth",50.14706203,-5.058570535,Marthasterias glacialis,Spiny Starfish,MPS
2025-02-15,research,"Castle Beach, Falmouth",50.14780518,-5.056388625,Marthasterias glacialis,Spiny Starfish,MPS
2025-02-15,research,"Castle Beach, Falmouth",50.1479136,-5.05503796,Marthasterias glacialis,Spiny Starfish,MPS
2025-02-15,research,"Castle Beach, Falmouth",50.14711477,-5.058589525,Marthasterias glacialis,Spiny Starfish,MPS
2025-02-15,research,"Castle Beach, Falmouth",50.1483754,-5.05796,Marthasterias glacialis,Spiny Starfish,MPS
2025-02-15,research,"Castle Beach, Falmouth",50.14767497,-5.056521651,Aplysia punctata,Spotted Seahare,MG
2025-02-15,research,"Castle Beach, Falmouth",50.14766509,-5.056517173,Aplysia punctata,Spotted Seahare,MG
2025-02-15,research,"Castle Beach, Falmouth",50.14771156,-5.055700976,Aplysia punctata,Spotted Seahare,MG
2025-02-15,research,"Castle Beach, Falmouth",50.1477566,-5.0556807,Aplysia punctata,Spotted Seahare,MG
2025-02-15,research,"Castle Beach, Falmouth",50.1477539,-5.0557464,Aplysia punctata,Spotted Seahare,MG
2025-02-15,research,"Castle Beach, Falmouth",50.14689333,-5.059458333,Aplysia punctata,Spotted Seahare,MG
2025-02-15,research,"Castle Beach, Falmouth",50.14686333,-5.059431667,Aplysia punctata,Spotted Seahare,MG
2025-02-15,needs_id,"Castle Beach, Falmouth",50.14774261,-5.056128278,Staurozoa,Stalked Jellies,MPS
2025-02-15,needs_id,"Castle Beach, Falmouth",50.14772199,-5.056098606,Staurozoa,Stalked Jellies,MPS
2025-02-15,research,"Castle Beach, Falmouth",50.14773137,-5.056132134,Botryllus schlosseri,Star Tunicate,SSF
2025-02-15,research,"Castle Beach, Falmouth",50.14794524,-5.056692213,Botryllus schlosseri,Star Tunicate,SSF
2025-02-15,research,"Castle Beach, Falmouth",50.14774595,-5.056629532,Actinia fragacea,Strawberry Anemone,MPS
2025-02-15,research,"Castle Beach, Falmouth",50.14771837,-5.058761559,Actinia fragacea,Strawberry Anemone,MPS
2025-02-15,research,"Castle Beach, Falmouth",50.14784306,-5.056752982,Actinia fragacea,Strawberry Anemone,MPS
2025-02-15,research,"Castle Beach, Falmouth",50.14784278,-5.056728239,Actinia fragacea,Strawberry Anemone,MPS
2025-02-15,research,"Castle Beach, Falmouth",50.14769839,-5.055744197,Actinia fragacea,Strawberry Anemone,MPS
2025-02-15,research,"Castle Beach, Falmouth",50.14769351,-5.057227111,Actinia fragacea,Strawberry Anemone,MPS
2025-02-15,research,"Castle Beach, Falmouth",50.14779738,-5.0557552,Actinia fragacea,Strawberry Anemone,MPS
2025-02-15,research,"Castle Beach, Falmouth",50.1475917,-5.056933925,Actinia fragacea,Strawberry Anemone,MPS
2025-02-15,research,"Castle Beach, Falmouth",50.14770167,-5.057058333,Actinia fragacea,Strawberry Anemone,MPS
2025-02-15,research,"Castle Beach, Falmouth",50.14764431,-5.057087228,Actinia fragacea,Strawberry Anemone,MPS
2025-02-15,research,"Castle Beach, Falmouth",50.14775784,-5.056460955,Actinia fragacea,Strawberry Anemone,MPS
2025-02-15,research,"Castle Beach, Falmouth",50.14769533,-5.056449808,Actinia fragacea,Strawberry Anemone,MPS
2025-02-15,research,"Castle Beach, Falmouth",50.14764739,-5.056134649,Actinia fragacea,Strawberry Anemone,MPS
2025-02-15,research,"Castle Beach, Falmouth",50.14779717,-5.056002833,Actinia fragacea,Strawberry Anemone,MPS
2025-02-15,needs_id,"Castle Beach, Falmouth",50.14782703,-5.05638445,Balanomorpha,Symmetrical Sessile Barnacles,SSF
2025-02-15,needs_id,"Castle Beach, Falmouth",50.14784777,-5.055954527,Tectipleura,Tectiplueran Sea Slugs,MG
2025-02-15,needs_id,"Castle Beach, Falmouth",50.1478206,-5.055618491,Tellinoidea,"Tellins, Sunset Clams, and Allies",MPS
2025-02-15,needs_id,"Castle Beach, Falmouth",50.14763976,-5.057041003,Spisula solida,Thick Trough Shell,SSF
2025-02-15,research,"Castle Beach, Falmouth",50.14778795,-5.056630522,Spisula solida,Thick Trough Shell,SSF
2025-02-15,research,"Castle Beach, Falmouth",50.14785219,-5.056279417,Himanthalia elongata,Thongweed,CFM
2025-02-15,research,"Castle Beach, Falmouth",50.14780186,-5.056394076,Gibbula magus,Turban Topshell,MG
2025-02-15,research,"Castle Beach, Falmouth",50.14780484,-5.055646235,Gibbula magus,Turban Topshell,MG
2025-02-15,research,"Castle Beach, Falmouth",50.1475805,-5.056427833,Gibbula magus,Turban Topshell,MG
2025-02-15,research,"Castle Beach, Falmouth",50.14772276,-5.055951399,Mimachlamys varia,Variegated Scallop,SSF
2025-02-15,research,"Castle Beach, Falmouth",50.1485962,-5.0572937,Mimachlamys varia,Variegated Scallop,SSF
2025-02-15,research,"Castle Beach, Falmouth",50.14712667,-5.05815,Necora puber,Velvet Swimming Crab,MPS
2025-02-15,research,"Castle Beach, Falmouth",50.14794524,-5.056692213,Necora puber,Velvet Swimming Crab,MPS
2025-02-15,research,"Castle Beach, Falmouth",50.14770296,-5.056047185,Necora puber,Velvet Swimming Crab,MPS
2025-02-15,research,"Castle Beach, Falmouth",50.14783617,-5.0559695,Necora puber,Velvet Swimming Crab,MPS
2025-02-15,needs_id,"Castle Beach, Falmouth",50.14768775,-5.056071617,Veneridae,Venus Clams ,SSF
2025-02-15,needs_id,"Castle Beach, Falmouth",50.14782039,-5.056319465,Veneridae,Venus Clams ,SSF
2025-02-15,needs_id,"Castle Beach, Falmouth",50.14760401,-5.056454754,Venerinae,Venus Clams ,SSF
2025-02-15,needs_id,"Castle Beach, Falmouth",50.14782266,-5.055940511,Venerinae,Venus Clams ,SSF
2025-02-15,needs_id,"Castle Beach, Falmouth",50.14773188,-5.056692335,Fucus,Vesicled Rockweeds,CFM
2025-02-15,needs_id,"Castle Beach, Falmouth",50.14769306,-5.05564207,Fucus,Vesicled Rockweeds,CFM
2025-02-15,needs_id,"Castle Beach, Falmouth",50.14773617,-5.056688833,Fucus,Vesicled Rockweeds,CFM
2025-02-15,research,"Castle Beach, Falmouth",50.14776817,-5.055971621,Venus verrucosa,Warty Venus Clam,SSF
2025-02-15,needs_id,"Castle Beach, Falmouth",50.14790911,-5.05626985,Dumontia contorta,Worm Weed,TFM
2025-02-15,needs_id,"Mount Batten Beach, Plymouth",50.35646111,-4.127002778,Palaemon,Glass Shrimps,MPS
2025-02-15,needs_id,"Mount Batten Beach, Plymouth",50.35647,-4.127038833,Palaemon,Glass Shrimps,MPS
2025-02-15,needs_id,"Mount Batten Beach, Plymouth",50.3559102,-4.125909964,Palaemon,Glass Shrimps,MPS
2025-02-15,needs_id,"Mount Batten Beach, Plymouth",50.35755294,-4.126518978,Palaemon,Glass Shrimps,MPS
2025-02-15,needs_id,"Mount Batten Beach, Plymouth",50.35736908,-4.126951246,Gobiidae,Gobies,MPS
2025-02-15,needs_id,"Mount Batten Beach, Plymouth",50.35659407,-4.126390731,Gobius,Gobies,MPS
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35683611,-4.127022222,Idotea granulosa,Granular Isopod,MG
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35749092,-4.126465728,Psammechinus miliaris,Green Sea Urchin,MPS
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35683611,-4.127022222,Lepidochitona cinerea,Grey Mail-shell,MG
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35628667,-4.127425,Lepidochitona cinerea,Grey Mail-shell,MG
2025-02-15,research,"Mount Batten Beach, Plymouth",50.356475,-4.126891667,Lepidochitona cinerea,Grey Mail-shell,MG
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35643333,-4.126875,Lepidochitona cinerea,Grey Mail-shell,MG
2025-02-15,needs_id,"Mount Batten Beach, Plymouth",50.35667,-4.126,Lepidochitona cinerea,Grey Mail-shell,MG
2025-02-15,needs_id,"Mount Batten Beach, Plymouth",50.356655,-4.126122167,Lepidochitona cinerea,Grey Mail-shell,MG
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35656547,-4.12749562,Steromphala cineraria,Grey Topshell,MG
2025-02-15,needs_id,"Mount Batten Beach, Plymouth",50.3568927,-4.127144404,Steromphala cineraria,Grey Topshell,MG
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35647299,-4.12751504,Steromphala cineraria,Grey Topshell,MG
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35647167,-4.127266667,Steromphala cineraria,Grey Topshell,MG
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35658889,-4.126644444,Ruditapes decussatus,Grooved Carpet Shell,SSF
2025-02-15,needs_id,"Mount Batten Beach, Plymouth",50.35716423,-4.125842974,Ruditapes decussatus,Grooved Carpet Shell,SSF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35647302,-4.12750948,Ulva intestinalis,Gutweed,TFM
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35652824,-4.12747453,Porcellana platycheles,Hairy Porcelain Crab,SSF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.3567,-4.127325,Porcellana platycheles,Hairy Porcelain Crab,SSF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35682474,-4.127354127,Porcellana platycheles,Hairy Porcelain Crab,SSF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.3565288,-4.1244693,Porcellana platycheles,Hairy Porcelain Crab,SSF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35672819,-4.127382957,Porcellana platycheles,Hairy Porcelain Crab,SSF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.3564053,-4.1270545,Porcellana platycheles,Hairy Porcelain Crab,SSF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35623833,-4.1269555,Porcellana platycheles,Hairy Porcelain Crab,SSF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35628667,-4.127436167,Porcellana platycheles,Hairy Porcelain Crab,SSF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.3578637,-4.127608873,Porcellana platycheles,Hairy Porcelain Crab,SSF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.3579535,-4.1268495,Porcellana platycheles,Hairy Porcelain Crab,SSF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.3559102,-4.125909964,Porcellana platycheles,Hairy Porcelain Crab,SSF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.3559102,-4.125909964,Porcellana platycheles,Hairy Porcelain Crab,SSF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.3559102,-4.125909964,Porcellana platycheles,Hairy Porcelain Crab,SSF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35627833,-4.127433333,Porcellana platycheles,Hairy Porcelain Crab,SSF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35762488,-4.126420657,Porcellana platycheles,Hairy Porcelain Crab,SSF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35658889,-4.126641667,Electra pilosa,Hairy Sea-mat,SSF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35655333,-4.12665,Electra pilosa,Hairy Sea-mat,SSF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35610333,-4.1267305,Athanas nitescens,Hooded Shrimp,MPS
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35609667,-4.1269945,Athanas nitescens,Hooded Shrimp,MPS
2025-02-15,research,"Mount Batten Beach, Plymouth",50.356776,-4.12704315,Athanas nitescens,Hooded Shrimp,MPS
2025-02-15,research,"Mount Batten Beach, Plymouth",50.3564666,-4.12752731,Chondrus crispus,Irish Moss,TFM
2025-02-15,needs_id,"Mount Batten Beach, Plymouth",50.35613834,-4.126769509,Chondrus crispus,Irish Moss,TFM
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35758544,-4.1264913,Chondrus crispus,Irish Moss,TFM
2025-02-15,needs_id,"Mount Batten Beach, Plymouth",50.35699167,-4.126305,Jaera,Jaera Isopods,DDF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35646111,-4.127002778,Sargassum muticum,Japanese Wireweed,CFM
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35729029,-4.125922037,Sargassum muticum,Japanese Wireweed,CFM
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35637167,-4.1267055,Sargassum muticum,Japanese Wireweed,CFM
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35594722,-4.12685,Diplosoma listerianum,Jelly Crust Tunicate,SSF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35586944,-4.126458333,Spirobranchus triqueter,Keeled Tubeworm,SSF
2025-02-15,needs_id,"Mount Batten Beach, Plymouth",50.35648,-4.127263833,Spirobranchus triqueter,Keeled Tubeworm,SSF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35648667,-4.127072167,Spirobranchus triqueter,Keeled Tubeworm,SSF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35675833,-4.1270305,Spirobranchus triqueter,Keeled Tubeworm,SSF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35694722,-4.125927778,Ascophyllum nodosum,Knotted Wrack,TFM
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35708059,-4.125906676,Ascophyllum nodosum,Knotted Wrack,TFM
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35704461,-4.126959305,Ascophyllum nodosum,Knotted Wrack,TFM
2025-02-15,needs_id,"Mount Batten Beach, Plymouth",50.356815,-4.126993333,Spirobranchus lamarcki,Lamarck's Christmas Tree Worm,SSF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35702892,-4.126180848,Phorcus lineatus,Lined Top Shell,MG
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35677428,-4.126969166,Phorcus lineatus,Lined Top Shell,MG
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35702,-4.1264,Phorcus lineatus,Lined Top Shell,MG
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35706904,-4.125846662,Phorcus lineatus,Lined Top Shell,MG
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35686111,-4.126122222,Phorcus lineatus,Lined Top Shell,MG
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35641827,-4.12747518,Pisidia longicornis,Long-clawed Porcelain Crab,SSF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35686389,-4.124572222,Pisidia longicornis,Long-clawed Porcelain Crab,SSF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.356045,-4.126933333,Pisidia longicornis,Long-clawed Porcelain Crab,SSF
2025-02-15,needs_id,"Mount Batten Beach, Plymouth",50.35617833,-4.1269695,Taurulus bubalis,Longspined Bullhead,MPS
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35612167,-4.1268445,Taurulus bubalis,Longspined Bullhead,MPS
2025-02-15,needs_id,"Mount Batten Beach, Plymouth",50.35655715,-4.12746827,Phymatolithon,Maerl,TFM
2025-02-15,needs_id,"Mount Batten Beach, Plymouth",50.35673666,-4.126685707,Ruditapes,Marine Clams,SSF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35675253,-4.127008142,Xantho hydrophilus,Montagu's Crab,MPS
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35675272,-4.12665583,Xantho hydrophilus,Montagu's Crab,MPS
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35637161,-4.126601201,Xantho hydrophilus,Montagu's Crab,MPS
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35594609,-4.12687895,Xantho hydrophilus,Montagu's Crab,MPS
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35619463,-4.126542276,Xantho hydrophilus,Montagu's Crab,MPS
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35654465,-4.12744065,Xantho hydrophilus,Montagu's Crab,MPS
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35675165,-4.127354664,Xantho hydrophilus,Montagu's Crab,MPS
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35671021,-4.127335713,Xantho hydrophilus,Montagu's Crab,MPS
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35687844,-4.127226555,Xantho hydrophilus,Montagu's Crab,MPS
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35613897,-4.126823153,Xantho hydrophilus,Montagu's Crab,MPS
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35635792,-4.12748986,Xantho hydrophilus,Montagu's Crab,MPS
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35629282,-4.127050554,Xantho hydrophilus,Montagu's Crab,MPS
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35667235,-4.124720841,Xantho hydrophilus,Montagu's Crab,MPS
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35642274,-4.127347106,Xantho hydrophilus,Montagu's Crab,MPS
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35686389,-4.124572222,Xantho hydrophilus,Montagu's Crab,MPS
2025-02-15,research,"Mount Batten Beach, Plymouth",50.356445,-4.127252833,Xantho hydrophilus,Montagu's Crab,MPS
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35628,-4.127447167,Xantho hydrophilus,Montagu's Crab,MPS
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35643333,-4.12725,Xantho hydrophilus,Montagu's Crab,MPS
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35626111,-4.127355556,Xantho hydrophilus,Montagu's Crab,MPS
2025-02-15,research,"Mount Batten Beach, Plymouth",50.3579535,-4.1268495,Xantho hydrophilus,Montagu's Crab,MPS
2025-02-15,research,"Mount Batten Beach, Plymouth",50.3579535,-4.1268495,Xantho hydrophilus,Montagu's Crab,MPS
2025-02-15,research,"Mount Batten Beach, Plymouth",50.3579535,-4.1268495,Xantho hydrophilus,Montagu's Crab,MPS
2025-02-15,research,"Mount Batten Beach, Plymouth",50.356425,-4.126916667,Xantho hydrophilus,Montagu's Crab,MPS
2025-02-15,research,"Mount Batten Beach, Plymouth",50.3559102,-4.125909964,Xantho hydrophilus,Montagu's Crab,MPS
2025-02-15,research,"Mount Batten Beach, Plymouth",50.356776,-4.12704315,Xantho hydrophilus,Montagu's Crab,MPS
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35674167,-4.127216667,Xantho hydrophilus,Montagu's Crab,MPS
2025-02-15,needs_id,"Mount Batten Beach, Plymouth",50.35693534,-4.126281515,Chthamalus montagui,Montagu's Stellate Barnacle,SSF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35693333,-4.125863833,Chthamalus montagui,Montagu's Stellate Barnacle,SSF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35696111,-4.126013889,Chthamalus montagui,Montagu's Stellate Barnacle,SSF
2025-02-15,needs_id,"Mount Batten Beach, Plymouth",50.35653377,-4.12744176,Ostrea edulis,Native Oyster,SSF
2025-02-15,needs_id,"Mount Batten Beach, Plymouth",50.35591481,-4.12686686,Neogastropoda,"Neogastropods, Whelks and Cone Shells",MPS
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35653378,-4.12740681,Tritia reticulata,Netted Dogwhelk,MPS
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35652845,-4.1274058,Tritia reticulata,Netted Dogwhelk,MPS
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35643,-4.1269305,Tritia reticulata,Netted Dogwhelk,MPS
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35710562,-4.125878848,Tritia reticulata,Netted Dogwhelk,MPS
2025-02-15,research,"Mount Batten Beach, Plymouth",50.3559102,-4.125909964,Tritia reticulata,Netted Dogwhelk,MPS
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35662,-4.1274445,Tritia reticulata,Netted Dogwhelk,MPS
2025-02-15,research,"Mount Batten Beach, Plymouth",50.357658,-4.126354305,Tritia reticulata,Netted Dogwhelk,MPS
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35698611,-4.124902778,Semibalanus balanoides,Northern Acorn Barnacle,SSF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35663333,-4.127113889,Semibalanus balanoides,Northern Acorn Barnacle,SSF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35712615,-4.125886895,Semibalanus balanoides,Northern Acorn Barnacle,SSF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35626167,-4.127413833,Trivia arctica,Northern Cowrie,MPS
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35627,-4.127411167,Trivia arctica,Northern Cowrie,MPS
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35695833,-4.126241667,Laminaria digitata,Oarweed,CFM
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35632,-4.127325,Laminaria digitata,Oarweed,CFM
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35726402,-4.126405765,Laminaria digitata,Oarweed,CFM
2025-02-15,needs_id,"Mount Batten Beach, Plymouth",50.35608611,-4.126541667,Mysidae,Opossom Shrimp,DDF
2025-02-15,needs_id,"Mount Batten Beach, Plymouth",50.35623667,-4.126972167,Aplidium punctum,Orange Club Sea Squirt,SSF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35603,-4.126947167,Corella eumyota,Orange-tipped Sea Squirt,SSF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.3559102,-4.125909964,Corella eumyota,Orange-tipped Sea Squirt,SSF
2025-02-15,needs_id,"Mount Batten Beach, Plymouth",50.35694444,-4.125752778,Didemnidae,Overgrowing Tunicates,SSF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35649102,-4.12756346,Colpomenia peregrina,Oyster-thief,TFM
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35612594,-4.126962125,Colpomenia peregrina,Oyster-thief,TFM
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35612778,-4.126875,Colpomenia peregrina,Oyster-thief,TFM
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35608694,-4.126295099,Colpomenia sinuosa,Oyster-thief,TFM
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35698611,-4.124902778,Magallana gigas,Pacific Oyster,SSF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35694167,-4.12708,Magallana gigas,Pacific Oyster,SSF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35651075,-4.126665155,Magallana gigas,Pacific Oyster,SSF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.356619,-4.126982577,Magallana gigas,Pacific Oyster,SSF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35681167,-4.126625,Magallana gigas,Pacific Oyster,SSF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35708209,-4.125848338,Magallana gigas,Pacific Oyster,SSF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35667778,-4.126977778,Magallana gigas,Pacific Oyster,SSF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.3559102,-4.125909964,Magallana gigas,Pacific Oyster,SSF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.3559102,-4.125909964,Magallana gigas,Pacific Oyster,SSF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.3559102,-4.125909964,Magallana gigas,Pacific Oyster,SSF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.3559102,-4.125909964,Magallana gigas,Pacific Oyster,SSF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.3559102,-4.125909964,Magallana gigas,Pacific Oyster,SSF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.3578038,-4.127955549,Magallana gigas,Pacific Oyster,SSF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35750094,-4.12651779,Magallana gigas,Pacific Oyster,SSF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35682472,-4.127127802,Pomatoschistus pictus,Painted Goby,MPS
2025-02-15,needs_id,"Mount Batten Beach, Plymouth",50.3579535,-4.1268495,Pomatoschistus pictus,Painted Goby,MPS
2025-02-15,needs_id,"Mount Batten Beach, Plymouth",50.35702054,-4.126055036,Patella,Patella Limpets,MG
2025-02-15,needs_id,"Mount Batten Beach, Plymouth",50.35673556,-4.125852377,Patella,Patella Limpets,MG
2025-02-15,needs_id,"Mount Batten Beach, Plymouth",50.35724167,-4.126475,Patella,Patella Limpets,MG
2025-02-15,needs_id,"Mount Batten Beach, Plymouth",50.35649306,-4.12752688,Patella,Patella Limpets,MG
2025-02-15,research,"Mount Batten Beach, Plymouth",50.3565,-4.127286111,Patella,Patella Limpets,MG
2025-02-15,needs_id,"Mount Batten Beach, Plymouth",50.35671167,-4.126536167,Patellidae,Patellid Limpets,MG
2025-02-15,needs_id,"Mount Batten Beach, Plymouth",50.35705034,-4.126085127,Osmundea pinnatifida,Pepper Dulse,TFM
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35674518,-4.127012417,Osmundea pinnatifida,Pepper Dulse,TFM
2025-02-15,research,"Mount Batten Beach, Plymouth",50.356776,-4.12704315,Osmundea pinnatifida,Pepper Dulse,TFM
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35737565,-4.126663068,Osmundea pinnatifida,Pepper Dulse,TFM
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35676974,-4.126617845,Perforatus perforatus,Perforated Barnacle,SSF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35654663,-4.1274246,Perforatus perforatus,Perforated Barnacle,SSF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35659453,-4.12733688,Perforatus perforatus,Perforated Barnacle,SSF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35656741,-4.127257168,Perforatus perforatus,Perforated Barnacle,SSF
2025-02-15,needs_id,"Mount Batten Beach, Plymouth",50.35641944,-4.127644444,Perforatus perforatus,Perforated Barnacle,SSF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35645,-4.127436167,Perforatus perforatus,Perforated Barnacle,SSF
2025-02-15,needs_id,"Mount Batten Beach, Plymouth",50.35611667,-4.126811167,Perforatus perforatus,Perforated Barnacle,SSF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.35679374,-4.127185419,Perforatus perforatus,Perforated Barnacle,SSF
2025-02-15,needs_id,"Mount Batten Beach, Plymouth",50.3579535,-4.1268495,Perforatus perforatus,Perforated Barnacle,SSF
2025-02-15,research,"Mount Batten Beach, Plymouth",50.3579535,-4.1268495,Perforatus perforatus,Perforated Barnacle,SSF
2025-02-15,needs_id,"Mount Batten Beach, Plymouth",50.3559102,-4.125909964,Littorinidae,Periwinkle Snails,MG
